,Unnamed: 0,asin,product,date,verified,title,desc,reviewer_name,rating
267,267,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 26, 2019",Not Verified,"
Very good lithium batteries
","

  These work great for my digital camera are great and nice

",Anthony Catalano,5.0
268,268,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 26, 2019",Verified Purchase,"
Good idea. Only good for remote control (IMO)
","

  Good idea but failed to satisfy. I originally used AA rechargeable NiMH batters for a flashlight I keep on my hard hat and for a laser lever for work. The problem with the NiMH is that they dim and take FOREVER to charge. What I didn’t like about the LI-ion batteries is that they made my flashlight super hot and they die very quickly!!! I can go through the 4 batteries within an 8 hour work day. I’m not using the flashlight the entire 8 hours but I do use it quite often. I recently just purchased a flashlight that uses true 3.7v cell LI-ion batteries. The AA 1.5v LI-ion are not really AA batteries. They are smaller 3.7v LI-ion batteries with a AA housing that use circuitry to convert 3.7v to 1.5v. The conversion naturally consumes energy that could otherwise be used by the device and the circuitry takes up space. Would not recommend. Maybe for a remote control for the TV. Something that is on for less that 2 minutes a day if you don’t like changing batteries a lot

",Joseph M. Sanchez,2.0
269,269,B07HQ7QV7W,,"September 26, 2019",Verified Purchase,"
Have not had long enough to tell longevity.
","

  Will be using in Zoom Handy Cam. So far so Good. Charger seems simple, lights go on when putting batteries in, and then all go out right away. I assume the batteries are precharged but should have a light on saying that.

",Mike Lively,5.0
270,270,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 26, 2019",Not Verified,"
Good batteries bad charger
","

  Batteries appear true to spec but the charger went DOA after a about 5 charge cycles.

",Brent H,3.0
271,271,B07HQ7QV7W,,"September 26, 2019",Verified Purchase,"
What a waste of money!
","

  Does not hold charge. The only charge it holds is your money! Don’t waste your money. You charge it and when it’s full you keep it until you use it for only few minutes on an LED flashlight.

",jscny,1.0
272,272,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 25, 2019",Not Verified,"
Nope!
","

  Used them for the first time today in a Cree flashlight to go in my attic. Noticed when flashlight was on it was getting warmer and warmer and said this isn't right. Took my infrared thermometer and got these readings. These were not worth it to me. Returning

",gh,1.0
273,273,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 25, 2019",Not Verified,"
USB won't fit into charger, two of them.
","

  The batteries seem like keepers but the USB cable won't plug into the charging base.  I got two packs of four batteries and two charging bases/cables.  There seems to be a misalignment between the plastic shell that holds the charging components and the micro USB plug.  The cable will not plug into either unit unless I take the components out of their shell, then it works fine.

",David Feeney,3.0
274,274,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 23, 2019",Verified Purchase,"
Nice rechargeable batteries
","

  The TENAVOLTS rechargeable AA batteries are a nice quality set of rechargeable batteries. The charging base is sturdy and durable. The batteries are of made good. The charge lasts a good amount of time depending on what they are being used in.

",ronald j gamache jr,5.0
275,275,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 23, 2019",Verified Purchase,"
Great Batteries For Every Devices
","

  I had bought this battery because of 100% full brightness throughout the charge batteries as the one time time use batteries will fade down to dimmer to even more dimmer as the batteries is getting weaker. With NiMH rechargeable batteries; because of 1.35 volt instead of 1.5 volt. Even at full 100% of charged; you'll get around 90% then it will slowly goes down to 80% with very long lasting light per charge. With this new 1.5 continue voltage level throughout the charge that will make Cree LED flashlight at the fullest brightness even this batteries is at the 10% left in charged until BMS built-into each battery will cut-off. From the fullest brightness until it's goes dark. Recharge time up to 1200 time is far better than 500 times on NiMH rechargeable AA batteries.

",Stan,5.0
276,276,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 21, 2019",Not Verified,"
Excellent cold weather application batteries
","

  These batteries and the charger work great. Perfect for use in sub-freezing applications like a freezer remote thermometer.

",AeroJim,5.0
277,277,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 20, 2019",Not Verified,"
very cool tech
","

  No one seems to have noticed the neatest thing about these batteries.  They charge directly with 5V.  The charger that comes with them isn't a charger, it's just a 5V splitter.  The charger is built into the battery, which explains why the charge light is on the battery itself.  That's why they don't work in any other charger, and no other batteries work in this 'charger'.  This is similar to all the other USB-plug lithium batteries for sale, but without taking the space for a socket or plug they can fit more capacity in these batteries.  In the attached photo you can see that each battery can be charged separately, each drawing 500mA.  Since 5V USB power is ubiquitous and I don't have to worry about the charger breaking I feel comfortable getting more of these.

",madcow3417,5.0
278,278,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 20, 2019",Verified Purchase,"
Tenavolts AA Lithium 1.5 constant volt
","

  Got these to replace the Alkaline cells I constantly go thru. I don't know why it took me so long to switch over to these Lithium 1.5 constant volt batteries.I use a coffee throffer stur device and it would eat a set of standard AA batteries every 2 weeks and these have been going for over a month now with our a charge. Love these batteries. Think I'll be getting more of them for my GPS battery eater. Thanks for the great Lithium  batteries Tenavolt!!!

",txlady,5.0
279,279,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 19, 2019",Verified Purchase,"
Excellent Product
","

  These are excellent products. Both the batteries and the charger are well made. Charging was completed fairly quickly. When used in a camera, the voltage maintained at a constant 1.5+ volt, more steady than any other batteries. It works like a charm.

",Gang Chen,5.0
280,280,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 18, 2019",Not Verified,"
Small capacity, last short
","

  Battery drains much faster than eneloop, only 5 hours usage on Xbox controller (10 with eneloop)Edit: The problem seem to be limited to 1 of the 4 batteries I received, change to 2 stars from 1

",Jin,2.0
281,281,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 18, 2019",Verified Purchase,"
These batteries last a long time!
","

  These batteries are a bit pricey but they really deliver a charge for long periods of time and recharge fast!

",cedortch,5.0
282,282,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 18, 2019",Not Verified,"
Impressive Product
","

  I'm not a battery expert by any stretch of the imagination so I couldn't tell you about volts this or mWh that, but I can say I am impressed with these batteries as a Regular Joe. I have gotten a few different sets of entry level and cheap rechargeables for various devices over the years. Performance is usually somewhere between acceptable and lukewarm. These TENAVOLTS were a game changer though. The longevity on a charge is very noticeable in the peripherals I've been using them in (bluetooth Xbox controller and WMR wands which can be finicky with batteries). They perform well beyond anything I've tried prior and charge consistently fast. My only mark against them would be that there's no wall outlet plug, but my PC case has USB right in the front and it's convenient enough. I'm very happy.

",Nicholas,5.0
283,283,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 17, 2019",Not Verified,"
Lasted 2 days in nest smoke detector before low battery
","

  Lasted 2 days in a nest smoke detector

",Bo,1.0
284,284,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 17, 2019",Verified Purchase,"
Super fast Recharge using Micro USB cable
","

  Every month, I had to change batteries in my video door bell that takes only AA batteries.Now I don't have worry about it any more since I can recharge these batteries and use it as many times as want.Positive:1. USB charging cable convenience. No need to search for a Power outlet. we can recharge using a Laptop or any other USB power source.2. Super fast recharge. Charges up in less than 2 hours. That;s fast for AA batteries.3. Lasting battery life on each recharge.4. Lasted for 8 hours of continuous gaming.Negative:None I could think of. I felt its convenient and value for money.Recommendation:Reliable AA rechargeable battery pack if you continuously keep burning the batteries in games, toys, remote controls and other such equipment which consume lot of charge.

",Big Boy,5.0
285,285,B07HQ7QV7W,Size: AA Lithium-4 Pack w/USB Charger,"September 16, 2019",Verified Purchase,"
Rechargeable Lithium with consistent 1.5 V !
","

  Been wanting to try these rechargeable Lithium and recently they've dropped down in price enough for me to try them out.  These batteries are the same size as regular alkaline, some rechargeable batteries are larger than regular alkalines which do cause problems in some devices.I'm using these in my paintball hopper and they are performing great! I didn't use rechargeable in the past because I was concerned they weren't putting out enough power.Will post an updated review if I notice they start failing or charges deteriorate significantly over time.

",JSK,5.0
